,Datetime,Open,High,Low,Close,Volume
0,2022-08-31 04:00:00,264.88,264.88,263.5,263.52,0
1,2022-08-31 05:00:00,263.52,264.14,263.16,263.4,0
2,2022-08-31 06:00:00,263.33,264.87,263.18,264.39,0
3,2022-08-31 07:00:00,264.41,265.58,264.1,264.5,0
4,2022-08-31 08:00:00,264.5,266.06,262.313,264.84,0
5,2022-08-31 09:00:00,264.57,266.535,260.76,265.72,0
6,2022-08-31 09:30:00,265.3900146484375,267.1099853515625,263.5899963378906,263.8599853515625,4461016
7,2022-08-31 10:30:00,263.8299865722656,264.82000732421875,262.17608642578125,263.0199890136719,2159732
8,2022-08-31 11:30:00,262.9800109863281,264.9100036621094,262.6000061035156,264.1400146484375,1662340
9,2022-08-31 12:30:00,264.20001220703125,264.4649963378906,262.6724853515625,263.010009765625,1298737
10,2022-08-31 13:30:00,263.010009765625,263.55999755859375,262.3599853515625,262.9501037597656,1415876
11,2022-08-31 14:30:00,262.93011474609375,263.9200134277344,262.0451965332031,263.2200012207031,1668546
12,2022-08-31 15:30:00,263.2200012207031,263.8500061035156,261.3299865722656,261.45001220703125,3296575
13,2022-08-31 16:00:00,261.45,261.93,258.86,261.6,0
14,2022-08-31 17:00:00,261.6988,261.7,261.13,261.36,0
15,2022-08-31 18:00:00,261.36,262.18,260.07,260.45,0
16,2022-08-31 19:00:00,260.3,260.66,259.01,259.4,0
17,2022-09-01 04:00:00,260.0,260.0,258.76,258.95,0
18,2022-09-01 05:00:00,258.95,259.34,258.0,258.53,0
19,2022-09-01 06:00:00,258.54,259.5,258.42,259.45,0
20,2022-09-01 07:00:00,259.6,260.05,259.39,259.52,0
21,2022-09-01 08:00:00,259.49,261.47,258.3012,258.92,0
22,2022-09-01 09:00:00,258.96,259.79,258.0,258.8,0
23,2022-09-01 09:30:00,258.8699951171875,259.8294982910156,257.5199890136719,258.4599914550781,5142340
24,2022-09-01 10:30:00,258.4800109863281,258.489990234375,255.6699981689453,256.0299987792969,3087296
25,2022-09-01 11:30:00,256.0299987792969,256.94000244140625,255.41000366210938,256.5150146484375,2274087
26,2022-09-01 12:30:00,256.5299987792969,257.489990234375,255.52000427246094,257.409912109375,1654606
27,2022-09-01 13:30:00,257.4100036621094,258.1600036621094,256.04998779296875,257.8826904296875,1966298
28,2022-09-01 14:30:00,257.8699951171875,259.5199890136719,257.6700134277344,258.4700012207031,2529074
29,2022-09-01 15:30:00,258.4599914550781,260.8900146484375,258.2349853515625,260.3800048828125,2954018
30,2022-09-01 16:00:00,260.38,260.93,256.33,259.76,0
31,2022-09-01 17:00:00,259.75,260.1,259.13,259.92,0
