,Datetime,Open,High,Low,Close,Volume
0,2024-08-23 04:00:00,418.84,418.84,417.9,418.01,0
1,2024-08-23 04:05:00,417.88,418.13,417.84,418.0,0
2,2024-08-23 04:10:00,417.99,418.34,417.99,418.34,0
3,2024-08-23 04:15:00,418.31,418.31,418.19,418.19,0
4,2024-08-23 04:20:00,418.16,418.17,418.04,418.04,0
5,2024-08-23 04:25:00,418.1,418.19,418.1,418.19,0
6,2024-08-23 04:30:00,418.2,418.45,418.2,418.45,0
7,2024-08-23 04:35:00,418.31,418.5,418.31,418.49,0
8,2024-08-23 04:40:00,418.43,418.45,418.36,418.4,0
9,2024-08-23 04:45:00,418.5,418.62,418.41,418.49,0
10,2024-08-23 04:50:00,418.45,418.52,418.27,418.27,0
11,2024-08-23 04:55:00,418.28,418.39,418.28,418.39,0
12,2024-08-23 05:00:00,418.38,418.38,418.18,418.18,0
13,2024-08-23 05:05:00,418.18,418.18,418.16,418.16,0
14,2024-08-23 05:10:00,418.04,418.07,418.04,418.07,0
15,2024-08-23 05:15:00,418.05,418.13,418.05,418.11,0
16,2024-08-23 05:20:00,418.08,418.08,417.8,417.88,0
17,2024-08-23 05:25:00,417.9,418.06,417.9,418.06,0
18,2024-08-23 05:30:00,418.05,418.05,418.05,418.05,0
19,2024-08-23 05:35:00,418.25,418.45,418.25,418.45,0
20,2024-08-23 05:40:00,418.49,418.8,418.49,418.8,0
21,2024-08-23 05:45:00,418.79,418.79,418.79,418.79,0
22,2024-08-23 05:50:00,418.63,418.94,418.62,418.9,0
23,2024-08-23 05:55:00,418.92,418.95,418.87,418.93,0
24,2024-08-23 06:00:00,418.91,418.91,418.9,418.9,0
25,2024-08-23 06:05:00,418.95,418.95,418.8,418.8,0
26,2024-08-23 06:10:00,418.8,418.8,418.76,418.8,0
27,2024-08-23 06:15:00,418.8,418.8,418.75,418.77,0
28,2024-08-23 06:20:00,418.85,418.85,418.79,418.79,0
29,2024-08-23 06:30:00,418.8,418.83,418.8,418.83,0
30,2024-08-23 06:35:00,418.81,418.82,418.78,418.78,0
31,2024-08-23 06:40:00,418.81,419.0,418.81,419.0,0
32,2024-08-23 06:45:00,419.0,419.0,418.89,418.89,0
33,2024-08-23 06:50:00,418.95,419.05,418.94,419.05,0
34,2024-08-23 06:55:00,419.19,419.37,419.19,419.37,0
35,2024-08-23 07:00:00,419.01,419.01,418.48,418.48,0
36,2024-08-23 07:05:00,418.51,418.75,418.51,418.7,0
37,2024-08-23 07:10:00,418.7,418.75,418.5,418.51,0
38,2024-08-23 07:15:00,418.57,418.71,418.57,418.62,0
39,2024-08-23 07:20:00,418.58,418.58,418.4,418.49,0
40,2024-08-23 07:25:00,418.47,418.65,418.45,418.65,0
41,2024-08-23 07:30:00,418.49,418.75,418.46,418.57,0
42,2024-08-23 07:35:00,418.62,418.66,418.55,418.62,0
43,2024-08-23 07:40:00,418.65,418.75,418.65,418.65,0
44,2024-08-23 07:45:00,418.63,418.73,418.53,418.53,0
45,2024-08-23 07:50:00,418.64,418.67,418.5,418.51,0
46,2024-08-23 07:55:00,418.41,418.66,418.41,418.57,0
47,2024-08-23 08:00:00,418.1,419.5464,415.55,418.475,0
48,2024-08-23 08:05:00,418.55,418.55,415.55,418.5495,0
49,2024-08-23 08:10:00,418.5321,418.55,418.1,418.43,0
50,2024-08-23 08:15:00,418.43,418.55,418.32,418.42,0
51,2024-08-23 08:20:00,418.4,418.55,418.3,418.55,0
52,2024-08-23 08:25:00,418.5,418.55,418.4,418.5,0
53,2024-08-23 08:30:00,418.475,418.55,418.36,418.55,0
54,2024-08-23 08:35:00,418.5,418.55,418.14,418.538,0
55,2024-08-23 08:40:00,418.38,418.4,418.2,418.28,0
56,2024-08-23 08:45:00,418.41,418.45,418.28,418.45,0
57,2024-08-23 08:50:00,418.395,418.5,418.32,418.455,0
58,2024-08-23 08:55:00,418.42,418.5,418.2855,418.5,0
59,2024-08-23 09:00:00,418.32,418.55,418.3,418.425,0
60,2024-08-23 09:05:00,418.465,418.75,418.41,418.63,0
61,2024-08-23 09:10:00,418.67,418.75,418.6,418.64,0
62,2024-08-23 09:15:00,418.75,418.8,418.63,418.74,0
63,2024-08-23 09:20:00,418.75,418.95,418.63,418.85,0
64,2024-08-23 09:25:00,418.78,418.78,416.53,416.9,0
65,2024-08-23 09:30:00,416.9800109863281,417.9100036621094,416.67999267578125,417.2799987792969,1481224
66,2024-08-23 09:35:00,417.2900085449219,417.7699890136719,416.9200134277344,417.20001220703125,239924
67,2024-08-23 09:40:00,417.3699951171875,417.3699951171875,416.2799987792969,416.57000732421875,176134
68,2024-08-23 09:45:00,416.625,417.0,416.5700988769531,416.8284912109375,190574
69,2024-08-23 09:50:00,416.82501220703125,417.4049987792969,416.5,417.4049987792969,152385
70,2024-08-23 09:55:00,417.43499755859375,417.6000061035156,416.8971862792969,417.239990234375,164676
71,2024-08-23 10:00:00,417.260009765625,418.75,417.260009765625,418.30999755859375,337380
72,2024-08-23 10:05:00,418.3399963378906,418.44000244140625,417.3399963378906,418.1401062011719,216312
73,2024-08-23 10:10:00,418.19000244140625,419.2200012207031,418.1600036621094,418.5899963378906,225749
74,2024-08-23 10:15:00,418.6600036621094,419.260009765625,417.17999267578125,417.5038146972656,264781
75,2024-08-23 10:20:00,417.5849914550781,418.70001220703125,417.1700134277344,418.6400146484375,176680
