,Datetime,open,high,low,close,volume,Open,High,Low,Close,Volume
0,2022-07-28 17:00:00,409.21,429.21524,408.85,409.21,0.0,,,,,
1,2022-07-28 18:00:00,409.21,409.21,404.2401,408.14,0.0,,,,,
2,2022-07-28 19:00:00,408.19,408.39,407.85,408.25,0.0,,,,,
3,2022-07-29 04:00:00,408.71,409.22,408.25,409.1,0.0,,,,,
4,2022-07-29 05:00:00,409.03,409.1,408.3,408.73,0.0,,,,,
5,2022-07-29 06:00:00,408.8,409.25,408.8,408.93,0.0,,,,,
6,2022-07-29 07:00:00,408.95,409.42,408.53,408.58,0.0,,,,,
7,2022-07-29 08:00:00,408.63,409.5,408.0,408.24,0.0,,,,,
8,2022-07-29 09:00:00,408.01,408.35,406.07,407.31,0.0,,,,,
9,2022-07-29 09:30:00,407.5799865722656,410.989990234375,406.7699890136719,410.5799865722656,14106955.0,,,,,
10,2022-07-29 10:30:00,410.5799865722656,410.92999267578125,408.04998779296875,408.29998779296875,8307291.0,,,,,
11,2022-07-29 11:30:00,408.2799987792969,409.8800048828125,408.010009765625,409.6000061035156,5169985.0,,,,,
12,2022-07-29 12:30:00,409.6099853515625,410.7300109863281,409.3699951171875,410.085693359375,3958990.0,,,,,
13,2022-07-29 13:30:00,410.05999755859375,411.6199951171875,410.04998779296875,411.57000732421875,6574502.0,,,,,
14,2022-07-29 14:30:00,411.57000732421875,412.69000244140625,411.3699951171875,412.6700134277344,10134451.0,,,,,
15,2022-07-29 15:30:00,412.6700134277344,413.0299987792969,411.7799987792969,412.04998779296875,19488470.0,,,,,
16,2022-07-29 16:00:00,412.04,412.26,344.787,411.94,0.0,,,,,
17,2022-07-29 17:00:00,411.81,412.0,411.63,411.73,0.0,,,,,
18,2022-07-29 18:00:00,411.73,411.99,408.9799,411.45,0.0,,,,,
19,2022-07-29 19:00:00,411.47,411.52,411.35,411.5,0.0,,,,,
20,2022-08-01 04:00:00,411.07,411.49,410.85,410.85,0.0,,,,,
21,2022-08-01 05:00:00,410.91,411.04,410.44,410.81,0.0,,,,,
22,2022-08-01 06:00:00,410.84,411.45,410.84,411.21,0.0,,,,,
23,2022-08-01 07:00:00,411.21,411.61,411.03,411.48,0.0,,,,,
24,2022-08-01 08:00:00,411.48,412.06,410.28,410.6,0.0,,,,,
25,2022-08-01 09:00:00,410.61,411.99,408.7,409.54,0.0,,,,,
26,2022-08-01 09:30:00,409.5,412.9100036621094,408.3999938964844,410.3800048828125,15982998.0,,,,,
27,2022-08-01 10:30:00,410.4100036621094,413.4100036621094,410.3620910644531,412.92999267578125,8354692.0,,,,,
28,2022-08-01 11:30:00,412.9111022949219,413.3599853515625,411.2901916503906,412.14990234375,5582286.0,,,,,
29,2022-08-01 12:30:00,412.1400146484375,412.44000244140625,410.1300048828125,410.14990234375,6160582.0,,,,,
30,2022-08-01 13:30:00,410.1300048828125,410.71710205078125,409.07000732421875,410.3299865722656,7220496.0,,,,,
31,2022-08-01 14:30:00,410.32000732421875,411.7699890136719,409.92999267578125,410.739990234375,7477875.0,,,,,
32,2022-08-01 15:30:00,410.7132873535156,411.5799865722656,410.44500732421875,410.7300109863281,10904980.0,,,,,
33,2022-08-01 16:00:00,410.73,412.795,406.83,411.005,0.0,,,,,
34,2022-08-01 17:00:00,411.02,412.13,410.53,410.62,0.0,,,,,
35,2022-08-01 18:00:00,410.63,410.83,410.2401,410.57,0.0,,,,,
36,2022-08-01 19:00:00,410.52,410.9,410.0,410.08,0.0,,,,,
37,2022-08-02 04:00:00,408.68,409.49,408.14,408.62,0.0,,,,,
38,2022-08-02 05:00:00,408.62,408.66,407.83,408.23,0.0,,,,,
39,2022-08-02 06:00:00,408.24,408.3,407.16,407.38,0.0,,,,,
40,2022-08-02 07:00:00,407.31,408.46,407.16,408.35,0.0,,,,,
41,2022-08-02 08:00:00,408.32,409.4,407.1612,408.14,0.0,,,,,
42,2022-08-02 09:00:00,408.18,410.77,388.68,409.12,0.0,,,,,
43,2022-08-02 09:30:00,408.8599853515625,409.7699890136719,406.82000732421875,409.1300048828125,12612391.0,,,,,
44,2022-08-02 10:30:00,409.1400146484375,411.3999938964844,408.75,410.45001220703125,8731352.0,,,,,
45,2022-08-02 11:30:00,410.4599914550781,412.5400085449219,409.4700012207031,412.5199890136719,5652317.0,,,,,
46,2022-08-02 12:30:00,412.5299987792969,413.0,410.57000732421875,410.7300109863281,6016110.0,,,,,
47,2022-08-02 13:30:00,410.7200012207031,410.7300109863281,408.8500061035156,410.2799987792969,7458248.0,,,,,
48,2022-08-02 14:30:00,410.3089904785156,410.82000732421875,408.4100036621094,409.3900146484375,8376410.0,,,,,
49,2022-08-02 15:30:00,409.2699890136719,409.9700012207031,407.92999267578125,408.1199951171875,6902432.0,,,,,
50,2022-08-02 16:00:00,408.1,413.215,384.1815,408.35,0.0,,,,,
51,2022-08-02 17:00:00,408.34,408.5,384.182,408.39,0.0,,,,,
52,2022-08-02 18:00:00,408.425,408.98,408.36,408.65,0.0,,,,,
53,2022-08-02 19:00:00,408.65,410.2201,408.0,408.17,0.0,,,,,
54,2022-08-03 04:00:00,408.5,408.86,408.09,408.81,0.0,,,,,
55,2022-08-03 05:00:00,408.83,410.07,408.83,409.9,0.0,,,,,
56,2022-08-03 06:00:00,409.94,410.13,409.48,409.55,0.0,,,,,
57,2022-08-03 07:00:00,409.58,410.31,409.4,410.29,0.0,,,,,
58,2022-08-03 08:00:00,410.23,410.85,408.3188,410.54,0.0,,,,,
59,2022-08-03 09:00:00,410.54,411.0,408.06,410.635,0.0,,,,,
60,2022-08-03 09:30:00,410.29998779296875,412.45001220703125,410.1499938964844,411.6700134277344,11421550.0,,,,,
61,2022-08-03 10:30:00,411.6600036621094,412.760009765625,410.17999267578125,412.4599914550781,6655484.0,,,,,
62,2022-08-03 11:30:00,412.45001220703125,413.5199890136719,412.260009765625,413.20989990234375,7158770.0,,,,,
63,2022-08-03 12:30:00,413.20001220703125,414.7699890136719,413.1600036621094,414.6000061035156,5938742.0,,,,,
64,2022-08-03 13:30:00,414.60009765625,415.2200012207031,414.1199951171875,414.9198913574219,5660963.0,,,,,
65,2022-08-03 14:30:00,414.92999267578125,415.3424987792969,414.3599853515625,414.8299865722656,5996446.0,,,,,
66,2022-08-03 15:30:00,414.8399963378906,415.67999267578125,414.19000244140625,414.4200134277344,13864377.0,,,,,
67,2022-08-03 16:00:00,414.42,414.45,407.31,413.98,0.0,,,,,
68,2022-08-03 17:00:00,413.96,425.76755,407.23926,414.08,0.0,,,,,
69,2022-08-03 18:00:00,413.91,415.15,413.67,414.05,0.0,,,,,
70,2022-08-03 19:00:00,414.0,414.03,413.75,413.755,0.0,,,,,
71,2022-08-04 04:00:00,414.42,414.5,414.0,414.2,0.0,,,,,
72,2022-08-04 05:00:00,414.2,414.84,413.85,414.83,0.0,,,,,
73,2022-08-04 06:00:00,414.86,415.74,414.56,415.61,0.0,,,,,
74,2022-08-04 07:00:00,415.61,416.11,414.9,414.94,0.0,,,,,
75,2022-08-04 08:00:00,414.93,416.0612,413.7849,414.8,0.0,,,,,
76,2022-08-04 09:00:00,414.74,415.46,414.39,414.64,0.0,,,,,
77,2022-08-04 09:30:00,414.3299865722656,415.0899963378906,413.2300109863281,413.4800109863281,10853951.0,414.3299865722656,415.0899963378906,413.2300109863281,413.4800109863281,0.0
78,2022-08-04 09:30:00,414.3299865722656,415.0899963378906,413.2300109863281,413.4800109863281,0.0,414.3299865722656,415.0899963378906,413.2300109863281,413.4800109863281,0.0
79,2022-08-04 10:30:00,,,,,,413.4800109863281,414.2900085449219,412.44000244140625,413.3500061035156,0.0
80,2022-08-04 10:30:00,413.4800109863281,414.2900085449219,412.44000244140625,413.3500061035156,6284568.0,413.4800109863281,414.2900085449219,412.44000244140625,413.3500061035156,6284568.0
81,2022-08-04 11:30:00,,,,,,413.3599853515625,414.6400146484375,412.75579833984375,414.5950012207031,0.0
82,2022-08-04 11:30:00,413.3599853515625,414.6400146484375,412.75579833984375,414.5950012207031,4232272.0,413.3599853515625,414.6400146484375,412.75579833984375,414.5950012207031,4232272.0
83,2022-08-04 12:30:00,414.6000061035156,414.6000061035156,413.0539855957031,414.2900085449219,4005650.0,414.6000061035156,414.6000061035156,413.0539855957031,414.2900085449219,4005650.0
84,2022-08-04 13:30:00,,,,,,414.2799987792969,414.6650085449219,413.5903015136719,414.17999267578125,0.0
85,2022-08-04 13:30:00,414.2799987792969,414.6650085449219,413.5903015136719,414.17999267578125,3876676.0,414.2799987792969,414.6650085449219,413.5903015136719,414.17999267578125,3876676.0
86,2022-08-04 14:30:00,414.2200012207031,415.0,413.6099853515625,414.6300048828125,5792994.0,414.2200012207031,415.0,413.6099853515625,414.6300048828125,5792994.0
87,2022-08-04 15:30:00,414.5,414.6400146484375,413.6400146484375,414.1700134277344,5865828.0,414.5,414.6400146484375,413.6400146484375,414.1700134277344,5865828.0
88,2022-08-04 16:00:00,414.17,414.59,413.92,414.035,0.0,414.17,414.59,413.92,414.035,0.0
89,2022-08-04 17:00:00,414.05,414.29,414.02,414.11,0.0,414.05,414.29,414.02,414.11,0.0
90,2022-08-04 18:00:00,414.1,414.27,413.88,414.18,0.0,414.1,414.27,413.88,414.18,0.0
91,2022-08-04 19:00:00,414.18,414.52,414.18,414.23,0.0,414.18,414.52,414.18,414.23,0.0
92,2022-08-05 04:00:00,414.68,414.8,414.26,414.26,0.0,414.68,414.8,414.26,414.26,0.0
93,2022-08-05 05:00:00,414.25,414.35,413.86,414.2,0.0,414.25,414.35,413.86,414.2,0.0
94,2022-08-05 06:00:00,414.26,414.31,413.86,414.08,0.0,414.26,414.31,413.86,414.08,0.0
95,2022-08-05 07:00:00,414.01,414.1,413.51,413.97,0.0,414.01,414.1,413.51,413.97,0.0
96,2022-08-05 08:00:00,413.95,415.2,413.54,414.68,0.0,413.95,415.2,413.54,414.68,0.0
97,2022-08-05 09:00:00,414.72,414.72,409.24,409.52,0.0,414.72,414.72,409.24,409.52,0.0
98,2022-08-05 09:30:00,409.6600036621094,414.1499938964844,409.6000061035156,413.42999267578125,15435843.0,409.6600036621094,414.1499938964844,409.6000061035156,413.42999267578125,15435843.0
99,2022-08-05 10:30:00,413.42999267578125,413.54998779296875,410.2099914550781,410.2200012207031,7108916.0,413.42999267578125,413.54998779296875,410.2099914550781,410.2200012207031,7108916.0
100,2022-08-05 11:30:00,410.2149963378906,411.8999938964844,410.0799865722656,411.6700134277344,7450073.0,410.2149963378906,411.8999938964844,410.0799865722656,411.6700134277344,7450073.0
101,2022-08-05 12:30:00,411.6600036621094,413.3599853515625,411.0,412.7099914550781,5367546.0,411.6600036621094,413.3599853515625,411.0,412.7099914550781,5367546.0
102,2022-08-05 13:30:00,412.70001220703125,413.4700012207031,411.6199951171875,411.6400146484375,4912574.0,412.70001220703125,413.4700012207031,411.6199951171875,411.6400146484375,4912574.0
103,2022-08-05 14:30:00,411.6332092285156,412.6099853515625,411.42999267578125,412.5050048828125,6085080.0,411.6332092285156,412.6099853515625,411.42999267578125,412.5050048828125,6085080.0
104,2022-08-05 15:30:00,412.44000244140625,413.7099914550781,412.4035949707031,413.45001220703125,6350192.0,412.44000244140625,413.7099914550781,412.4035949707031,413.45001220703125,6350192.0
105,2022-08-05 16:00:00,413.44,414.945,412.565,413.0,0.0,413.44,414.945,412.565,413.0,0.0
106,2022-08-05 17:00:00,413.02,413.18,410.7,412.98,0.0,413.02,413.18,410.7,412.98,0.0
107,2022-08-05 18:00:00,412.98,413.1,412.95,413.045,0.0,412.98,413.1,412.95,413.045,0.0
108,2022-08-05 19:00:00,413.05,413.1,412.11,412.9,0.0,413.05,413.1,412.11,412.9,0.0
109,2022-08-08 04:00:00,414.72,415.18,414.07,414.62,0.0,414.72,415.18,414.07,414.62,0.0
110,2022-08-08 05:00:00,414.56,414.83,414.22,414.31,0.0,414.56,414.83,414.22,414.31,0.0
111,2022-08-08 06:00:00,414.41,414.84,414.35,414.75,0.0,414.41,414.84,414.35,414.75,0.0
112,2022-08-08 07:00:00,414.73,415.81,414.73,415.14,0.0,414.73,415.81,414.73,415.14,0.0
113,2022-08-08 08:00:00,415.13,416.19,413.1,416.09,0.0,415.13,416.19,413.1,416.09,0.0
114,2022-08-08 09:00:00,416.11,416.59,409.685,415.14,0.0,416.11,416.59,409.685,415.14,0.0
115,2022-08-08 09:30:00,415.17999267578125,417.6199951171875,415.17999267578125,416.7099914550781,12608598.0,415.17999267578125,417.6199951171875,415.17999267578125,416.7099914550781,12608598.0
116,2022-08-08 10:30:00,416.739990234375,417.3399963378906,415.5400085449219,415.69000244140625,6784718.0,416.739990234375,417.3399963378906,415.5400085449219,415.69000244140625,6784718.0
117,2022-08-08 11:30:00,415.67999267578125,415.9599914550781,412.4700012207031,412.7699890136719,9138013.0,415.67999267578125,415.9599914550781,412.4700012207031,412.7699890136719,9138013.0
118,2022-08-08 12:30:00,412.760009765625,414.2099914550781,412.3500061035156,413.1499938964844,5252142.0,412.760009765625,414.2099914550781,412.3500061035156,413.1499938964844,5252142.0
119,2022-08-08 13:30:00,413.1600036621094,414.0,412.489990234375,412.82000732421875,4325324.0,413.1600036621094,414.0,412.489990234375,412.82000732421875,4325324.0
120,2022-08-08 14:30:00,412.82000732421875,413.1086120605469,411.8299865722656,412.7699890136719,6659253.0,412.82000732421875,413.1086120605469,411.8299865722656,412.7699890136719,6659253.0
121,2022-08-08 15:30:00,412.7799072265625,413.3900146484375,412.4200134277344,413.010009765625,4930320.0,412.7799072265625,413.3900146484375,412.4200134277344,413.010009765625,4930320.0
122,2022-08-08 16:00:00,413.01,441.65,412.91,413.9,0.0,413.01,441.65,412.91,413.9,0.0
123,2022-08-08 17:00:00,413.9,417.01,412.99,413.7,0.0,413.9,417.01,412.99,413.7,0.0
124,2022-08-08 18:00:00,413.7,417.201,412.44,413.47,0.0,413.7,417.201,412.44,413.47,0.0
125,2022-08-08 19:00:00,413.47,417.22,413.33,414.12,0.0,413.47,417.22,413.33,414.12,0.0
126,2022-08-09 04:00:00,413.58,413.7,413.06,413.66,0.0,413.58,413.7,413.06,413.66,0.0
