,Datetime,open,high,low,close,volume,Open,High,Low,Close,Volume
127,2022-08-09 05:00:00,413.67,413.91,413.49,413.5,0.0,413.67,413.91,413.49,413.5,0.0
128,2022-08-09 06:00:00,413.47,413.65,412.16,412.25,0.0,413.47,413.65,412.16,412.25,0.0
129,2022-08-09 07:00:00,412.31,412.66,412.0,412.15,0.0,412.31,412.66,412.0,412.15,0.0
130,2022-08-09 08:00:00,412.13,414.13,411.27,412.0,0.0,412.13,414.13,411.27,412.0,0.0
131,2022-08-09 09:00:00,412.0,412.99,411.74,412.0,0.0,412.0,412.99,411.74,412.0,0.0
132,2022-08-09 09:30:00,412.2200012207031,412.75,410.7300109863281,411.6839904785156,9053407.0,412.2200012207031,412.75,410.7300109863281,411.6839904785156,9053407.0
133,2022-08-09 10:30:00,411.7099914550781,412.3299865722656,410.3599853515625,411.9200134277344,5927485.0,411.7099914550781,412.3299865722656,410.3599853515625,411.9200134277344,5927485.0
134,2022-08-09 11:30:00,411.9200134277344,412.0400085449219,410.5,410.5683898925781,4653215.0,411.9200134277344,412.0400085449219,410.5,410.5683898925781,4653215.0
135,2022-08-09 12:30:00,410.54998779296875,411.3399963378906,410.45001220703125,411.20001220703125,4141979.0,410.54998779296875,411.3399963378906,410.45001220703125,411.20001220703125,4141979.0
136,2022-08-09 13:30:00,411.20001220703125,411.54998779296875,410.2300109863281,410.30999755859375,5012758.0,411.20001220703125,411.54998779296875,410.2300109863281,410.30999755859375,5012758.0
137,2022-08-09 14:30:00,410.29998779296875,411.739990234375,410.2200012207031,411.489990234375,5417683.0,410.29998779296875,411.739990234375,410.2200012207031,411.489990234375,5417683.0
138,2022-08-09 15:30:00,411.489990234375,411.6300048828125,410.7900085449219,411.3399963378906,6763393.0,411.489990234375,411.6300048828125,410.7900085449219,411.3399963378906,6763393.0
139,2022-08-09 16:00:00,411.34,413.0167,411.2639,411.805,0.0,411.34,413.0167,411.2639,411.805,0.0
140,2022-08-09 17:00:00,411.84,412.0,411.35,411.73,0.0,411.84,412.0,411.35,411.73,0.0
141,2022-08-09 18:00:00,411.72,411.81,410.5,411.59,0.0,411.72,411.81,410.5,411.59,0.0
142,2022-08-09 19:00:00,411.56,411.83,411.53,411.79,0.0,411.56,411.83,411.53,411.79,0.0
143,2022-08-10 04:00:00,411.59,412.16,411.44,412.16,0.0,411.59,412.16,411.44,412.16,0.0
144,2022-08-10 05:00:00,412.15,412.88,412.15,412.37,0.0,412.15,412.88,412.15,412.37,0.0
145,2022-08-10 06:00:00,412.39,412.47,412.18,412.4,0.0,412.39,412.47,412.18,412.4,0.0
146,2022-08-10 07:00:00,412.34,412.5,411.99,412.34,0.0,412.34,412.5,411.99,412.34,0.0
147,2022-08-10 08:00:00,412.35,413.58,410.6,412.72,0.0,412.35,413.58,410.6,412.72,0.0
148,2022-08-10 09:00:00,413.1,419.0,410.32,417.835,0.0,413.1,419.0,410.32,417.835,0.0
149,2022-08-10 09:30:00,418.5899963378906,418.8599853515625,416.7200012207031,417.6600036621094,17482774.0,418.5899963378906,418.8599853515625,416.7200012207031,417.6600036621094,17482774.0
150,2022-08-10 10:30:00,417.6700134277344,420.0400085449219,417.5199890136719,419.2950134277344,9757529.0,417.6700134277344,420.0400085449219,417.5199890136719,419.2950134277344,9757529.0
151,2022-08-10 11:30:00,419.30999755859375,419.7900085449219,418.3299865722656,418.80999755859375,5506685.0,419.30999755859375,419.7900085449219,418.3299865722656,418.80999755859375,5506685.0
152,2022-08-10 12:30:00,418.8299865722656,419.489990234375,418.67999267578125,419.0105895996094,5265588.0,418.8299865722656,419.489990234375,418.67999267578125,419.0105895996094,5265588.0
153,2022-08-10 13:30:00,419.0249938964844,419.80999755859375,418.7250061035156,419.1199951171875,6186189.0,419.0249938964844,419.80999755859375,418.7250061035156,419.1199951171875,6186189.0
154,2022-08-10 14:30:00,419.1300048828125,419.42498779296875,418.3500061035156,419.3599853515625,6283780.0,419.1300048828125,419.42498779296875,418.3500061035156,419.3599853515625,6283780.0
155,2022-08-10 15:30:00,419.3500061035156,420.1400146484375,419.1700134277344,419.95001220703125,11355446.0,419.3500061035156,420.1400146484375,419.1700134277344,419.95001220703125,11355446.0
156,2022-08-10 16:00:00,419.94,420.18,393.48572,419.95,0.0,419.94,420.18,393.48572,419.95,0.0
157,2022-08-10 17:00:00,419.99,420.0,393.48572,419.94,0.0,419.99,420.0,393.48572,419.94,0.0
158,2022-08-10 18:00:00,419.92,419.92,419.57,419.66,0.0,419.92,419.92,419.57,419.66,0.0
159,2022-08-10 19:00:00,419.65,420.22,419.27,420.12,0.0,419.65,420.22,419.27,420.12,0.0
160,2022-08-11 04:00:00,420.9,421.01,420.41,420.56,0.0,420.9,421.01,420.41,420.56,0.0
161,2022-08-11 05:00:00,420.4,421.01,420.29,421.01,0.0,420.4,421.01,420.29,421.01,0.0
162,2022-08-11 06:00:00,421.02,421.53,420.82,421.09,0.0,421.02,421.53,420.82,421.09,0.0
163,2022-08-11 07:00:00,421.07,421.39,420.93,421.36,0.0,421.07,421.39,420.93,421.36,0.0
164,2022-08-11 08:00:00,421.36,422.52,420.56,422.34,0.0,421.36,422.52,420.56,422.34,0.0
165,2022-08-11 09:00:00,422.41,423.5,414.7017,423.02,0.0,422.41,423.5,414.7017,423.02,0.0
166,2022-08-11 09:30:00,422.989990234375,424.95001220703125,422.239990234375,423.92999267578125,12622144.0,422.989990234375,424.95001220703125,422.239990234375,423.92999267578125,12622144.0
167,2022-08-11 10:30:00,423.92999267578125,424.75,421.32000732421875,422.19000244140625,9633185.0,423.92999267578125,424.75,421.32000732421875,422.19000244140625,9633185.0
168,2022-08-11 11:30:00,422.17999267578125,422.42999267578125,421.1000061035156,422.0400085449219,4961221.0,422.17999267578125,422.42999267578125,421.1000061035156,422.0400085449219,4961221.0
169,2022-08-11 12:30:00,422.0299987792969,423.0,421.8999938964844,422.4700012207031,4242891.0,422.0299987792969,423.0,421.8999938964844,422.4700012207031,4242891.0
170,2022-08-11 13:30:00,422.45001220703125,422.6300048828125,420.7900085449219,421.2300109863281,4374741.0,422.45001220703125,422.6300048828125,420.7900085449219,421.2300109863281,4374741.0
171,2022-08-11 14:30:00,421.24200439453125,421.2650146484375,419.2099914550781,419.9359130859375,8836750.0,421.24200439453125,421.2650146484375,419.2099914550781,419.9359130859375,8836750.0
172,2022-08-11 15:30:00,419.92498779296875,420.3599853515625,419.2749938964844,420.010009765625,7576630.0,419.92498779296875,420.3599853515625,419.2749938964844,420.010009765625,7576630.0
173,2022-08-11 16:00:00,420.01,420.8776,419.8296,420.73,0.0,420.01,420.8776,419.8296,420.73,0.0
174,2022-08-11 17:00:00,420.725,429.21524,411.90796,420.69,0.0,420.725,429.21524,411.90796,420.69,0.0
175,2022-08-11 18:00:00,420.7,421.1101,419.8101,420.28,0.0,420.7,421.1101,419.8101,420.28,0.0
176,2022-08-11 19:00:00,420.29,420.47,420.2,420.42,0.0,420.29,420.47,420.2,420.42,0.0
177,2022-08-12 04:00:00,422.4,422.4,421.52,422.38,0.0,422.4,422.4,421.52,422.38,0.0
178,2022-08-12 05:00:00,422.38,422.65,421.94,421.94,0.0,422.38,422.65,421.94,421.94,0.0
179,2022-08-12 06:00:00,421.95,422.45,421.42,421.57,0.0,421.95,422.45,421.42,421.57,0.0
180,2022-08-12 07:00:00,421.63,421.75,420.96,421.33,0.0,421.63,421.75,420.96,421.33,0.0
181,2022-08-12 08:00:00,421.3,422.5304,420.71,421.755,0.0,421.3,422.5304,420.71,421.755,0.0
182,2022-08-12 09:00:00,421.72,422.51,419.99,422.48,0.0,421.72,422.51,419.99,422.48,0.0
183,2022-08-12 09:30:00,422.0268859863281,422.9100036621094,421.0299987792969,422.5199890136719,10571524.0,422.0268859863281,422.9100036621094,421.0299987792969,422.5199890136719,10571524.0
184,2022-08-12 10:30:00,422.5299987792969,423.75,421.7099914550781,423.4100036621094,5986871.0,422.5299987792969,423.75,421.7099914550781,423.4100036621094,5986871.0
185,2022-08-12 11:30:00,423.4200134277344,424.2799987792969,423.2799987792969,424.2200927734375,4024445.0,423.4200134277344,424.2799987792969,423.2799987792969,424.2200927734375,4024445.0
186,2022-08-12 12:30:00,424.25,424.6700134277344,424.010009765625,424.5799865722656,4803040.0,424.25,424.6700134277344,424.010009765625,424.5799865722656,4803040.0
187,2022-08-12 13:30:00,424.5799865722656,425.239990234375,424.4700012207031,425.1899108886719,4055854.0,424.5799865722656,425.239990234375,424.4700012207031,425.1899108886719,4055854.0
188,2022-08-12 14:30:00,425.18011474609375,426.5498962402344,425.1700134277344,426.3299865722656,8718621.0,425.18011474609375,426.5498962402344,425.1700134277344,426.3299865722656,8718621.0
189,2022-08-12 15:30:00,426.3299865722656,427.2099914550781,426.1099853515625,427.07000732421875,13568397.0,426.3299865722656,427.2099914550781,426.1099853515625,427.07000732421875,13568397.0
190,2022-08-12 16:00:00,427.07,427.1561,419.24597,427.03,0.0,427.07,427.1561,419.24597,427.03,0.0
191,2022-08-12 17:00:00,427.03,427.15,419.36,426.9,0.0,427.03,427.15,419.36,426.9,0.0
192,2022-08-12 18:00:00,426.9,427.0,424.2401,426.96,0.0,426.9,427.0,424.2401,426.96,0.0
193,2022-08-12 19:00:00,426.97,427.19,426.9,427.19,0.0,426.97,427.19,426.9,427.19,0.0
194,2022-08-15 04:00:00,425.0,425.93,424.96,425.34,0.0,425.0,425.93,424.96,425.34,0.0
195,2022-08-15 05:00:00,425.32,425.56,424.71,424.82,0.0,425.32,425.56,424.71,424.82,0.0
196,2022-08-15 06:00:00,424.84,425.19,424.58,424.66,0.0,424.84,425.19,424.58,424.66,0.0
197,2022-08-15 07:00:00,424.65,425.32,424.58,425.16,0.0,424.65,425.32,424.58,425.16,0.0
198,2022-08-15 08:00:00,425.13,426.56,424.33,425.02,0.0,425.13,426.56,424.33,425.02,0.0
199,2022-08-15 09:00:00,425.06,427.205,421.36,424.35,0.0,425.06,427.205,421.36,424.35,0.0
200,2022-08-15 09:30:00,424.7650146484375,427.3399963378906,424.7099914550781,426.04998779296875,10959133.0,424.7650146484375,427.3399963378906,424.7099914550781,426.04998779296875,10959133.0
201,2022-08-15 10:30:00,426.05499267578125,426.64898681640625,425.44000244140625,426.34991455078125,5402773.0,426.05499267578125,426.64898681640625,425.44000244140625,426.34991455078125,5402773.0
202,2022-08-15 11:30:00,426.3500061035156,428.44000244140625,426.30999755859375,428.3500061035156,5695080.0,426.3500061035156,428.44000244140625,426.30999755859375,428.3500061035156,5695080.0
203,2022-08-15 12:30:00,428.385009765625,429.0299987792969,428.25,428.6099853515625,4291395.0,428.385009765625,429.0299987792969,428.25,428.6099853515625,4291395.0
204,2022-08-15 13:30:00,428.6499938964844,428.7099914550781,428.1000061035156,428.5899963378906,3735685.0,428.6499938964844,428.7099914550781,428.1000061035156,428.5899963378906,3735685.0
205,2022-08-15 14:30:00,428.5899963378906,429.2699890136719,428.5050048828125,429.20001220703125,6362723.0,428.5899963378906,429.2699890136719,428.5050048828125,429.20001220703125,6362723.0
206,2022-08-15 15:30:00,429.03009033203125,429.4100036621094,428.6000061035156,428.8699951171875,11365448.0,429.03009033203125,429.4100036621094,428.6000061035156,428.8699951171875,11365448.0
207,2022-08-15 16:00:00,428.86,429.021,427.1648,428.46,0.0,428.86,429.021,427.1648,428.46,0.0
208,2022-08-15 17:00:00,428.42,428.86,427.8198,428.45,0.0,428.42,428.86,427.8198,428.45,0.0
209,2022-08-15 18:00:00,428.445,429.0401,428.24,428.26,0.0,428.445,429.0401,428.24,428.26,0.0
210,2022-08-15 19:00:00,428.31,428.65,428.23,428.44,0.0,428.31,428.65,428.23,428.44,0.0
211,2022-08-16 04:00:00,428.2,428.7,428.08,428.58,0.0,428.2,428.7,428.08,428.58,0.0
212,2022-08-16 05:00:00,428.52,428.86,428.01,428.1,0.0,428.52,428.86,428.01,428.1,0.0
213,2022-08-16 06:00:00,428.13,428.2,427.76,427.9,0.0,428.13,428.2,427.76,427.9,0.0
214,2022-08-16 07:00:00,427.97,428.52,427.71,428.51,0.0,427.97,428.52,427.71,428.51,0.0
215,2022-08-16 08:00:00,428.5,428.7812,427.745,428.46,0.0,428.5,428.7812,427.745,428.46,0.0
216,2022-08-16 09:00:00,428.48,429.235,425.105,427.85,0.0,428.48,429.235,425.105,427.85,0.0
217,2022-08-16 09:30:00,427.7300109863281,428.7799987792969,427.45001220703125,427.7650146484375,9181303.0,427.7300109863281,428.7799987792969,427.45001220703125,427.7650146484375,9181303.0
218,2022-08-16 10:30:00,427.7650146484375,429.2200012207031,426.8800048828125,429.0950012207031,7399938.0,427.7650146484375,429.2200012207031,426.8800048828125,429.0950012207031,7399938.0
219,2022-08-16 11:30:00,429.0899963378906,430.5249938964844,429.0,429.9800109863281,6332274.0,429.0899963378906,430.5249938964844,429.0,429.9800109863281,6332274.0
220,2022-08-16 12:30:00,429.9800109863281,430.5,429.6400146484375,430.31500244140625,3568261.0,429.9800109863281,430.5,429.6400146484375,430.31500244140625,3568261.0
221,2022-08-16 13:30:00,430.32000732421875,431.7300109863281,430.239990234375,431.2300109863281,4572462.0,430.32000732421875,431.7300109863281,430.239990234375,431.2300109863281,4572462.0
222,2022-08-16 14:30:00,431.239990234375,431.239990234375,428.1400146484375,429.4800109863281,10395411.0,431.239990234375,431.239990234375,428.1400146484375,429.4800109863281,10395411.0
223,2022-08-16 15:30:00,429.4800109863281,430.42999267578125,429.44000244140625,429.69000244140625,10102561.0,429.4800109863281,430.42999267578125,429.44000244140625,429.69000244140625,10102561.0
224,2022-08-16 16:00:00,429.67,429.99,410.03934,429.94,0.0,429.67,429.99,410.03934,429.94,0.0
